testc_labeled,train_loss,trainc_labeled,train_lib_size
0.0,0.03981505706906319,1.0,0
0.0,0.712428092956543,0.5,1
0.0,1.0783604383468628,1.0,2
0.0,1.3518646955490112,0.5,3
0.06666666666666667,1.314300537109375,0.4,4
0.016666666666666666,1.49672269821167,0.3333333333333333,5
0.0,1.5137767791748047,0.5714285714285714,6
0.0,1.6553860902786255,0.375,7
0.0,1.6174426078796387,0.3333333333333333,8
0.0,1.638559103012085,0.3,9
0.0,1.6241482496261597,0.2727272727272727,10
0.0,1.658891201019287,0.25,11
0.0,1.654245376586914,0.3076923076923077,12
0.0,1.627602458000183,0.2857142857142857,13
0.0,1.670806884765625,0.26666666666666666,14
0.0,1.6789308786392212,0.25,15
0.0,1.6754024028778076,0.23529411764705882,16
0.43333333333333335,1.6599138975143433,0.2777777777777778,17
0.43333333333333335,1.6989707946777344,0.2631578947368421,18
0.43333333333333335,1.7163797616958618,0.25,19
0.43333333333333335,1.7206816673278809,0.23809523809523808,20
0.36666666666666664,1.713679552078247,0.4090909090909091,21
0.2833333333333333,1.7015329599380493,0.2608695652173913,22
0.2833333333333333,1.7234373092651367,0.25,23
0.2833333333333333,1.7309198379516602,0.24,24
0.2833333333333333,1.7310549020767212,0.23076923076923078,25
0.2833333333333333,1.7266165018081665,0.37037037037037035,26
0.2833333333333333,1.7376816272735596,0.35714285714285715,27
0.2833333333333333,1.7417094707489014,0.3103448275862069,28
0.08333333333333333,1.7352814674377441,0.23333333333333334,29
0.08333333333333333,1.7368170022964478,0.22580645161290322,30
0.016666666666666666,1.7329832315444946,0.34375,31
0.0,1.7261630296707153,0.24242424242424243,32
0.0,1.7401963472366333,0.23529411764705882,33
0.0,1.7473149299621582,0.22857142857142856,34
0.0,1.7494629621505737,0.2222222222222222,35
0.0,1.7479861974716187,0.21621621621621623,36
0.0,1.7438621520996094,0.21052631578947367,37
0.0,1.7529089450836182,0.20512820512820512,38
0.0,1.7573198080062866,0.2,39
0.0,1.7577452659606934,0.1951219512195122,40
0.0,1.7554689645767212,0.38095238095238093,41
0.0,1.7620798349380493,0.3023255813953488,42
0.0,1.765150785446167,0.29545454545454547,43
0.0,1.765467643737793,0.28888888888888886,44
0.2,1.7640706300735474,0.21739130434782608,45
0.25,1.768057107925415,0.2127659574468085,46
0.2,1.7688907384872437,0.20833333333333334,47
0.25,1.7677010297775269,0.20408163265306123,48
0.13333333333333333,1.764458417892456,0.22,49
0.13333333333333333,1.7668331861495972,0.21568627450980393,50
0.11666666666666667,1.7672590017318726,0.21153846153846154,51
0.0,1.766133189201355,0.18867924528301888,52
0.0,1.7674351930618286,0.18518518518518517,53
0.0,1.7671335935592651,0.2909090909090909,54
0.0,1.7652937173843384,0.19642857142857142,55
0.0,1.7672412395477295,0.19298245614035087,56
0.0,1.767183542251587,0.1896551724137931,57
0.0,1.7655526399612427,0.2033898305084746,58
0.0,1.7682170867919922,0.18333333333333332,59
0.0,1.7684706449508667,0.21311475409836064,60
0.0,1.7675879001617432,0.2903225806451613,61
0.0,1.769889235496521,0.30158730158730157,62
0.0,1.7706656455993652,0.296875,63
0.21666666666666667,1.7702213525772095,0.2,64
0.25,1.7707059383392334,0.19696969696969696,65
0.21666666666666667,1.7707335948944092,0.1791044776119403,66
0.26666666666666666,1.7704333066940308,0.27941176470588236,67
0.25,1.771559238433838,0.2608695652173913,68
0.18333333333333332,1.7710597515106201,0.22857142857142856,69
0.13333333333333333,1.771012783050537,0.2676056338028169,70
0.18333333333333332,1.7715458869934082,0.2361111111111111,71
0.15,1.7708169221878052,0.3287671232876712,72
0.0,1.7695621252059937,0.1891891891891892,73
0.0,1.770551323890686,0.18666666666666668,74
0.0,1.7695595026016235,0.23684210526315788,75
0.0,1.7679195404052734,0.2727272727272727,76
0.0,1.770159363746643,0.20512820512820512,77
0.0,1.7708427906036377,0.24050632911392406,78
0.0,1.7713994979858398,0.35,79
0.0,1.7726246118545532,0.345679012345679,80
0.0,1.7729783058166504,0.4268292682926829,81
0.0,1.772892951965332,0.42168674698795183,82
0.2833333333333333,1.7728233337402344,0.19047619047619047,83
0.4,1.772093653678894,0.17647058823529413,84
0.38333333333333336,1.7716715335845947,0.2558139534883721,85
0.36666666666666664,1.7724002599716187,0.28735632183908044,86
0.2833333333333333,1.77146577835083,0.19318181818181818,87
0.21666666666666667,1.7719006538391113,0.19101123595505617,88
0.23333333333333334,1.7721220254898071,0.18888888888888888,89
0.13333333333333333,1.7716683149337769,0.32967032967032966,90
0.0,1.7704983949661255,0.1956521739130435,91
0.016666666666666666,1.7713240385055542,0.1935483870967742,92
0.016666666666666666,1.771712303161621,0.19148936170212766,93
0.0,1.7717229127883911,0.18947368421052632,94
0.0,1.769431233406067,0.34375,95
0.0,1.7704975605010986,0.35051546391752575,96
0.0,1.77126145362854,0.336734693877551,97
0.0,1.771718144416809,0.3333333333333333,98
0.0,1.7712675333023071,0.19,99
0.0,1.7708101272583008,0.18811881188118812,100
