#{"t_start": 1639475369.1707451, "env_id": null}
r,l,t
13.7,0,0.543905
13.8,1,0.998956
-6.4,2,2.461753
16.2,3,2.536943
10.8,4,2.945121
19.4,5,2.961723
18.1,6,3.004687
9.0,7,3.596446
17.0,8,3.65699
6.9,9,4.225312
16.0,10,4.868827
18.9,11,4.896169
15.5,12,4.989912
12.9,13,5.333641
2.4,14,5.846303
8.0,15,6.553289
8.6,16,7.318867
-5.1,17,8.308059
14.5,18,8.415474
9.1,19,9.31483
