#{"t_start": 1639477214.3933916, "env_id": null}
r,l,t
-19.2,0,23.117661
44.1,1,34.122814
65.9,2,40.467135
51.0,3,62.354405
52.7,4,68.883334
68.2,5,72.941673
68.6,6,76.531283
66.9,7,80.113085
49.9,8,85.698665
