#{"t_start": 1639475252.397014, "env_id": null}
r,l,t
1.0,0,0.927629
6.3,1,1.732265
16.4,2,1.804524
16.6,3,2.352343
15.3,4,2.443156
-13.4,5,4.388343
19.3,6,4.404944
16.7,7,4.468416
13.8,8,5.157825
2.7,9,6.145068
17.5,10,6.195847
9.9,11,6.930172
2.6,12,8.272861
6.8,13,8.967153
7.1,14,9.444662
-2.3,15,10.603766
15.9,16,11.450393
11.6,17,11.608586
