#{"t_start": 1639475252.110854, "env_id": null}
r,l,t
-6.6,0,1.894409
-41.9,1,5.427385
18.9,2,5.451797
-6.8,3,7.157743
9.7,4,7.924295
4.7,5,8.657647
14.3,6,8.763108
10.3,7,9.390998
9.6,8,9.826517
16.6,9,9.891943
8.2,10,10.856725
