#{"t_start": 1639475252.3091106, "env_id": null}
r,l,t
5.6,0,0.929598
14.1,1,1.042873
10.8,2,1.763529
15.4,3,1.853366
-1.4,4,3.245856
14.0,5,3.878628
-3.6,6,4.613934
5.3,7,6.121648
-14.0,8,7.874466
10.4,9,8.499428
7.0,10,9.185905
7.1,11,9.666342
-2.0,12,11.589073
14.9,13,11.68477
