#{"t_start": 1639475572.368969, "env_id": null}
r,l,t
9.8,0,1.667856
28.3,1,1.707893
25.8,2,2.680485
7.8,3,4.396198
7.1,4,6.817916
-17.4,5,10.484675
14.7,6,12.409358
17.9,7,14.009838
22.0,8,15.703602
26.3,9,15.784649
9.7,10,18.376281
18.7,11,18.833282
