#{"t_start": 1639475572.2635055, "env_id": null}
r,l,t
20.8,0,0.430633
18.8,1,1.783083
17.9,2,2.929496
-3.6,3,6.816943
21.4,4,7.52002
6.7,5,8.708422
5.4,6,10.673141
21.3,7,12.448418
10.4,8,15.739733
12.6,9,16.898838
1.6,10,19.072528
