#{"t_start": 1639475572.42658, "env_id": null}
r,l,t
-12.2,0,4.194063
25.2,1,4.296597
6.0,2,6.745659
-24.1,3,12.023643
24.3,4,12.231636
12.7,5,13.981524
18.9,6,15.738758
27.8,7,16.571713
