#{"t_start": 1639475571.8328662, "env_id": null}
r,l,t
18.6,0,0.906189
-12.6,1,5.914658
9.8,2,7.929179
12.5,3,9.000398
23.0,4,9.959322
23.2,5,10.105796
-7.6,6,14.48833
-15.2,7,19.326421
