#{"t_start": 1639477125.6611862, "env_id": null}
r,l,t
42.1,0,3.191199
-49.5,1,21.170516
35.5,2,24.244538
35.2,3,29.057708
15.0,4,49.669276
37.1,5,52.5187
49.0,6,52.748179
-2.5,7,59.174525
46.6,8,60.53479
-5.1,9,69.174863
43.9,10,70.407204
