#{"t_start": 1639477126.0137014, "env_id": null}
r,l,t
25.3,0,5.525035
36.6,1,9.944673
28.3,2,16.374927
10.0,3,23.854924
-5.4,4,48.206477
25.5,5,52.273601
35.1,6,54.786137
39.6,7,56.568247
37.8,8,58.818104
38.8,9,60.340467
30.2,10,65.138011
48.2,11,66.71506
