#{"t_start": 1639475282.103116, "env_id": null}
r,l,t
0.4,0,1.175662
6.7,1,2.372852
-4.2,2,3.684292
7.5,3,4.319992
6.0,4,5.111934
16.7,5,6.009337
-12.1,6,7.367649
11.6,7,7.911559
15.9,8,7.992608
11.8,9,9.260106
-9.6,10,10.691654
14.2,11,11.061748
