#{"t_start": 1639475281.9224234, "env_id": null}
r,l,t
13.8,0,0.367161
15.6,1,0.4736
15.8,2,1.265539
11.0,3,1.451075
-8.8,4,3.787842
7.4,5,4.425495
8.7,6,5.168612
5.2,7,6.278892
-5.7,8,7.518071
5.0,9,8.186975
7.0,10,9.539425
19.2,11,9.557979
5.9,12,10.314767
3.4,13,11.278571
7.8,14,11.863494
