#{"t_start": 1639475281.3199246, "env_id": null}
r,l,t
3.3,0,1.896359
9.6,1,3.014449
-4.7,2,4.365929
-22.0,3,6.911663
-0.3,4,8.049284
-34.7,5,11.445552
-0.8,6,12.452323
17.1,7,12.511889
13.5,8,13.455189
