#{"t_start": 1639475281.580647, "env_id": null}
r,l,t
-26.3,0,3.671639
6.4,1,4.253631
12.9,2,4.790708
2.4,3,5.649051
12.4,4,6.626527
4.3,5,7.338395
-34.8,6,11.076439
13.4,7,11.202404
13.5,8,11.586171
