#{"t_start": 1639475281.4292922, "env_id": null}
r,l,t
-0.5,0,1.869994
-1.5,1,3.745849
16.8,2,3.810297
3.5,3,4.445023
14.5,4,4.952802
13.6,5,5.073891
7.9,6,5.830677
11.2,7,6.82866
14.6,8,7.354993
5.7,9,7.961399
3.6,10,8.656668
13.8,11,9.887058
-9.7,12,11.319583
9.9,13,11.773657
15.3,14,11.864469
17.3,15,11.919155
15.3,16,12.364439
