#{"t_start": 1639475282.0298338, "env_id": null}
r,l,t
13.5,0,0.26854
13.2,1,1.121999
8.9,2,1.351476
16.7,3,2.333841
9.5,4,3.080859
-3.7,5,4.256565
4.3,6,5.080732
10.7,7,6.090432
-16.7,8,7.913559
3.8,9,9.335342
-0.5,10,10.207356
4.8,11,11.142843
-2.4,12,12.740397
