#{"t_start": 1639475822.5425744, "env_id": null}
r,l,t
17.0,0,1.117115
6.7,1,2.351409
17.0,2,4.504593
-15.1,3,7.73163
1.8,4,9.348712
16.6,5,11.237297
4.0,6,13.122888
26.1,7,13.201983
13.2,8,14.241956
