#{"t_start": 1639475822.4341831, "env_id": null}
r,l,t
-3.6,0,2.404141
21.6,1,3.394312
7.9,2,5.477185
13.6,3,6.743411
-8.8,4,9.394609
27.6,5,9.445386
-6.1,6,12.571163
