#{"t_start": 1639475396.4092333, "env_id": null}
r,l,t
15.7,0,0.511688
12.8,1,0.651324
19.3,2,1.356358
11.8,3,1.514553
11.9,4,1.804571
16.4,5,1.875856
12.2,6,2.437343
-3.2,7,3.712654
16.8,8,3.80054
17.8,9,3.894285
6.6,10,4.497759
-10.6,11,6.271084
2.4,12,7.241727
16.8,13,7.311058
13.5,14,8.039524
15.2,15,8.133268
4.6,16,9.206442
1.1,17,10.20638
18.9,18,10.232741
14.7,19,10.695605
18.2,20,10.737594
18.0,21,10.784466
9.6,22,11.701401
