#{"t_start": 1639475396.7832758, "env_id": null}
r,l,t
14.7,0,0.157173
-22.0,1,2.185364
-6.9,2,3.646207
-8.4,3,5.173454
5.1,4,5.967347
16.0,5,6.050352
2.5,6,7.621539
-20.3,7,9.802063
3.6,8,10.494402
