#{"t_start": 1639475855.0987916, "env_id": null}
r,l,t
22.2,0,4.69794
16.3,1,5.859974
21.0,2,6.791555
10.5,3,9.197651
13.5,4,10.655563
6.4,5,12.980612
14.9,6,14.864279
18.6,7,16.480388
0.7,8,19.366921
-6.5,9,22.180216
19.0,10,23.103009
