#{"t_start": 1639475855.2560062, "env_id": null}
r,l,t
23.8,0,4.503614
3.8,1,6.666563
9.8,2,9.083403
22.7,3,9.230853
17.3,4,10.610647
-31.4,5,18.07306
19.4,6,19.173574
23.4,7,20.327798
-12.2,8,22.935054
