#{"t_start": 1639476105.6810088, "env_id": null}
r,l,t
52.7,0,0.192367
33.1,1,4.078836
41.5,2,7.633298
-11.3,3,22.236854
42.5,4,24.879264
33.8,5,29.691455
46.3,6,31.23921
