#{"t_start": 1639475310.5260637, "env_id": null}
r,l,t
-4.2,0,1.401272
4.7,1,2.932424
9.6,2,3.636484
15.8,3,3.718506
11.6,4,5.026041
12.8,5,5.166657
13.6,6,5.777945
-4.4,7,7.18508
8.0,8,8.008271
1.0,9,8.888097
10.0,10,9.885103
15.8,11,9.97592
-36.1,12,13.952227
