#{"t_start": 1639475310.8669, "env_id": null}
r,l,t
15.8,0,0.11616
6.6,1,0.942279
10.1,2,1.866048
8.3,3,2.593541
-3.4,4,4.687157
16.9,5,4.748675
9.4,6,5.441014
-2.4,7,6.811043
16.8,8,6.877449
-23.7,9,9.623365
8.2,10,10.506119
15.3,11,11.250214
14.5,12,11.355674
11.3,13,11.864434
16.8,14,11.927905
12.0,15,12.595832
16.3,16,12.670045
