#{"t_start": 1639475310.659843, "env_id": null}
r,l,t
15.8,0,0.323217
10.6,1,1.07317
16.6,2,1.141525
11.2,3,2.045763
3.4,4,2.867001
13.7,5,2.98418
12.1,6,3.64234
13.9,7,4.907885
5.3,8,5.674437
8.9,9,6.28182
11.5,10,6.441964
13.7,11,7.124539
0.7,12,8.601008
-6.5,13,10.572563
15.5,14,10.658494
6.4,15,11.566638
