#{"t_start": 1639475310.1989334, "env_id": null}
r,l,t
13.4,0,0.829047
-17.8,1,3.3533
10.0,2,4.048566
-2.3,3,6.105075
18.3,4,6.140228
2.0,5,6.872605
13.7,6,7.553224
15.6,7,7.644042
5.5,8,8.506289
13.5,9,9.152733
-23.8,10,12.094925
2.8,11,13.278445
12.4,12,13.422968
