#{"t_start": 1639475895.971714, "env_id": null}
r,l,t
13.2,0,2.007679
7.9,1,4.347403
20.0,2,4.542674
-1.5,3,7.498539
15.9,4,8.625421
18.8,5,9.349006
-10.8,6,12.629072
-3.3,7,15.902297
