#{"t_start": 1639475895.8564863, "env_id": null}
r,l,t
-2.0,0,3.158975
19.2,1,4.538768
24.2,2,4.652042
10.5,3,6.727106
1.3,4,8.784591
15.3,5,10.289378
3.8,6,12.576342
-2.5,7,15.200196
14.2,8,17.13269
22.0,9,17.320178
