#{"t_start": 1639475896.0908444, "env_id": null}
r,l,t
12.6,0,1.900269
-4.9,1,5.388325
5.3,2,7.311055
16.5,3,8.417429
5.8,4,10.11459
11.7,5,11.562735
-11.3,6,15.652318
18.6,7,16.886614
16.7,8,17.948069
