#{"t_start": 1639475608.77535, "env_id": null}
r,l,t
25.6,0,0.214824
-48.9,1,5.572882
18.5,2,6.37166
15.5,3,7.503421
21.5,4,8.057098
16.3,5,9.144917
11.2,6,11.368408
23.6,7,11.493402
25.2,8,12.496266
20.3,9,12.687661
25.8,10,13.428825
19.6,11,14.497879
21.8,12,14.658028
