#{"t_start": 1639475608.4911845, "env_id": null}
r,l,t
12.7,0,1.641496
-55.6,1,7.654782
23.7,2,7.779774
12.8,3,9.324605
-7.0,4,12.79508
20.1,5,13.64171
24.4,6,13.76572
22.4,7,14.772281
