#{"t_start": 1639475608.1074224, "env_id": null}
r,l,t
27.1,0,0.854435
6.6,1,3.191229
28.9,2,3.218541
16.2,3,3.784913
21.8,4,4.338589
0.8,5,6.175383
-8.7,6,8.726979
15.0,7,9.837259
-20.3,8,14.244203
26.7,9,15.156044
