#{"t_start": 1639475608.7460544, "env_id": null}
r,l,t
25.3,0,0.250958
27.6,1,0.302711
25.7,2,0.399385
2.1,3,3.11015
-19.1,4,6.293539
27.4,5,6.349201
-17.4,6,10.738568
17.9,7,11.407468
-20.8,8,15.973254
