#{"t_start": 1639475608.8632448, "env_id": null}
r,l,t
14.7,0,1.233309
-8.8,1,3.656002
10.2,2,4.859052
25.8,3,5.400031
25.4,4,5.490846
24.9,5,6.169513
-6.6,6,8.932032
-9.5,7,12.452313
18.1,8,13.336048
21.0,9,14.379715
18.9,10,14.597478
