#{"t_start": 1639475930.261512, "env_id": null}
r,l,t
25.3,0,3.497819
34.3,1,6.036717
50.7,2,7.498539
40.9,3,10.097981
49.5,4,11.044213
7.8,5,16.800678
44.3,6,18.230273
33.5,7,22.134839
