#{"t_start": 1639475930.0896478, "env_id": null}
r,l,t
26.8,0,3.64234
26.7,1,7.598141
49.0,2,8.882239
32.3,3,11.316653
36.3,4,14.319393
50.7,5,15.666961
21.6,6,20.997216
