#{"t_start": 1639475930.718516, "env_id": null}
r,l,t
24.3,0,3.061321
46.8,1,5.358048
10.4,2,10.548146
31.7,3,13.640722
25.2,4,17.636561
47.9,5,20.297062
41.0,6,21.648539
