#{"t_start": 1639475930.7839646, "env_id": null}
r,l,t
32.3,0,2.840608
30.5,1,5.453722
45.9,2,7.006358
48.6,3,8.301198
12.8,4,13.644606
16.0,5,20.235521
45.4,6,21.503019
