#{"t_start": 1639475930.6189115, "env_id": null}
r,l,t
30.1,0,3.048627
43.8,1,4.117895
25.2,2,8.419378
42.5,3,10.657516
43.1,4,12.38104
35.9,5,15.160158
32.1,6,17.874827
47.6,7,20.624193
