#{"t_start": 1639475677.9998195, "env_id": null}
r,l,t
27.8,0,5.818019
61.6,1,7.987801
24.8,2,12.142809
35.7,3,16.933804
59.4,4,18.92196
42.9,5,22.133666
37.9,6,26.219345
