#{"t_start": 1639477014.9620154, "env_id": null}
r,l,t
-49.5,0,22.294469
-1.5,1,36.482183
38.4,2,42.788421
8.1,3,66.166806
33.6,4,72.308015
-49.5,5,88.128347
