#{"t_start": 1639475641.108613, "env_id": null}
r,l,t
26.3,0,0.272437
-14.0,1,5.447888
17.6,2,6.24764
-43.7,3,13.395638
8.2,4,15.80564
20.0,5,16.551684
12.6,6,18.482226
