#{"t_start": 1639475640.8820615, "env_id": null}
r,l,t
7.1,0,2.602369
-7.1,1,6.465404
21.2,2,7.535649
2.7,3,10.192704
12.4,4,12.413279
-43.0,5,19.774138
28.7,6,19.80441
