#{"t_start": 1639477326.110905, "env_id": null}
r,l,t
19.4,0,3.871818
31.8,1,5.558233
27.9,2,9.050197
-20.9,3,18.569991
12.3,4,23.825513
3.2,5,41.017773
20.4,6,43.056704
35.1,7,44.347638
38.5,8,45.216723
20.2,9,48.574904
38.2,10,49.692999
20.7,11,51.903796
7.9,12,56.751142
