#{"t_start": 1639477326.4175255, "env_id": null}
r,l,t
-33.5,0,9.936858
26.2,1,13.131968
-24.4,2,23.542329
36.8,3,25.043211
15.0,4,40.767788
22.9,5,42.761801
33.4,6,44.690392
16.1,7,47.080861
37.8,8,48.421597
19.8,9,51.515149
44.1,10,51.639164
23.6,11,55.450443
33.4,12,56.517757
