#{"t_start": 1639475340.448951, "env_id": null}
r,l,t
14.2,0,0.899353
12.9,1,1.613175
16.9,2,1.680553
8.4,3,2.204933
3.9,4,3.244905
0.4,5,4.8366
18.1,6,4.876637
19.4,7,4.89226
8.4,8,5.543586
-20.5,9,7.733877
-4.4,10,9.050199
5.5,11,9.87046
10.8,12,10.599902
-2.2,13,12.274602
