#{"t_start": 1639475341.2174556, "env_id": null}
r,l,t
5.4,0,0.876894
18.5,1,0.910095
11.5,2,1.372958
18.5,3,1.407135
7.4,4,2.384612
2.0,5,3.550551
11.5,6,4.108133
5.8,7,4.808285
15.1,8,4.902029
-37.0,9,8.259234
15.0,10,8.357861
13.0,11,9.035551
18.0,12,9.07754
11.4,13,9.793317
10.0,14,10.314768
17.2,15,10.370426
